Distance,Cross level,Curvature,Lateral,Vertical,Gauge
1299.25,-0.053,0.0,0.194,0.158,-0.206
1299.5,0.018,0.0,0.155,0.225,-0.098
1299.75,-0.029,0.0,0.205,0.309,-0.274
1300.0,-0.076,0.0,0.254,0.394,-0.45
1300.25,0.007,0.001,0.216,0.496,-0.535
1300.5,0.09,0.002,0.179,0.599,-0.62
1300.75,0.135,0.002,0.046,0.538,-0.506
1301.0,0.179,0.002,-0.087,0.477,-0.392
1301.25,0.271,0.002,-0.259,0.517,-0.31
1301.5,0.362,0.002,-0.43,0.557,-0.227
1301.75,0.354,0.002,-0.582,0.569,-0.201
1302.0,0.345,0.002,-0.734,0.581,-0.176
1302.25,0.279,0.002,-0.701,0.52,-0.26
1302.5,0.213,0.002,-0.668,0.458,-0.345
1302.75,0.231,0.002,-0.651,0.505,-0.199
1303.0,0.248,0.002,-0.634,0.551,-0.053
1303.25,0.206,0.002,-0.509,0.524,0.011
1303.5,0.164,0.002,-0.383,0.498,0.075
1303.75,0.176,0.002,-0.273,0.41,0.169
1304.0,0.187,0.002,-0.162,0.321,0.263
1304.25,0.302,0.002,0.011,0.184,0.361
1304.5,0.417,0.002,0.184,0.046,0.459
1304.75,0.527,0.002,0.501,-0.12,0.476
1305.0,0.638,0.002,0.818,-0.286,0.493
1305.25,0.776,0.003,0.97,-0.353,0.604
1305.5,0.914,0.005,1.122,-0.421,0.714
1305.75,0.939,0.005,1.138,-0.615,0.793
1306.0,0.964,0.005,1.154,-0.81,0.871
1306.25,0.958,0.005,1.027,-0.972,1.204
1306.5,0.953,0.005,0.901,-1.134,1.538
1306.75,0.858,0.005,0.794,-1.361,1.529
1307.0,0.762,0.005,0.688,-1.588,1.52
1307.25,0.664,0.005,0.6,-1.679,1.265
1307.5,0.565,0.005,0.511,-1.77,1.009
1307.75,0.291,0.004,0.249,-1.72,0.972
1308.0,0.016,0.003,-0.013,-1.67,0.934
1308.25,-0.062,0.003,-0.203,-1.58,0.604
1308.5,-0.14,0.003,-0.393,-1.489,0.275
1308.75,-0.119,0.003,-0.413,-1.487,0.036
1309.0,-0.099,0.003,-0.434,-1.485,-0.204
1309.25,0.113,0.003,-0.421,-1.435,-0.164
1309.5,0.324,0.003,-0.409,-1.385,-0.125
1309.75,0.575,0.003,-0.291,-1.316,-0.037
1310.0,0.827,0.003,-0.174,-1.246,0.051
1310.25,0.862,0.004,-0.158,-1.13,0.178
1310.5,0.897,0.005,-0.143,-1.014,0.305
1310.75,0.835,0.005,-0.09,-0.954,0.227
1311.0,0.772,0.005,-0.037,-0.894,0.149
1311.25,0.662,0.005,0.158,-0.959,0.121
1311.5,0.551,0.005,0.353,-1.025,0.093
1311.75,0.441,0.005,0.487,-1.202,0.061
1312.0,0.331,0.005,0.621,-1.379,0.029
1312.25,0.33,0.005,0.626,-1.448,-0.015
1312.5,0.33,0.005,0.63,-1.516,-0.059
1312.75,0.254,0.004,0.486,-1.504,-0.092
1313.0,0.179,0.002,0.343,-1.492,-0.126
1313.25,0.179,0.002,0.157,-1.459,-0.261
1313.5,0.179,0.002,-0.028,-1.426,-0.396
1313.75,0.122,0.002,-0.091,-1.442,-0.475
1314.0,0.065,0.002,-0.153,-1.457,-0.553
1314.25,0.021,0.002,-0.184,-1.336,-0.387
1314.5,-0.022,0.002,-0.214,-1.215,-0.22
1314.75,0.042,0.002,-0.296,-1.114,-0.201
1315.0,0.107,0.002,-0.379,-1.012,-0.182
1315.25,0.133,0.001,-0.384,-0.886,-0.245
1315.5,0.158,0.0,-0.388,-0.76,-0.308
1315.75,0.241,0.0,-0.401,-0.517,-0.328
1316.0,0.323,0.0,-0.414,-0.273,-0.348
1316.25,0.268,0.0,-0.313,-0.185,-0.503
1316.5,0.213,0.0,-0.212,-0.098,-0.657
1316.75,0.162,0.0,-0.091,-0.027,-0.624
1317.0,0.111,0.0,0.03,0.045,-0.591
1317.25,0.066,0.0,0.006,0.115,-0.405
1317.5,0.022,0.0,-0.018,0.185,-0.218
1317.75,-0.008,-0.001,-0.007,0.176,-0.272
1318.0,-0.037,-0.002,0.004,0.168,-0.325
1318.25,0.017,-0.002,0.008,0.172,-0.387
1318.5,0.071,-0.002,0.013,0.177,-0.45
1318.75,-0.002,-0.002,0.091,0.141,-0.48
1319.0,-0.074,-0.002,0.168,0.104,-0.511
1319.25,-0.268,-0.002,0.142,0.115,-0.598
1319.5,-0.463,-0.002,0.116,0.125,-0.685
1319.75,-0.671,-0.002,-0.135,0.199,-0.656
1320.0,-0.878,-0.002,-0.386,0.273,-0.627
1320.25,-0.948,-0.007,-0.592,0.377,-0.8
1320.5,-1.017,-0.012,-0.799,0.481,-0.974
1320.75,-0.946,-0.012,-0.787,0.657,-1.006
1321.0,-0.875,-0.012,-0.775,0.834,-1.037
1321.25,-0.833,-0.012,-0.816,1.044,-1.164
1321.5,-0.791,-0.012,-0.857,1.255,-1.291
1321.75,-0.669,-0.012,-0.844,1.486,-1.231
1322.0,-0.547,-0.012,-0.831,1.718,-1.171
1322.25,-0.522,-0.012,-0.777,1.873,-1.056
1322.5,-0.497,-0.012,-0.722,2.027,-0.942
1322.75,-0.407,-0.011,-0.574,2.099,-0.953
1323.0,-0.318,-0.01,-0.425,2.171,-0.963
1323.25,-0.304,-0.01,-0.471,2.254,-0.756
1323.5,-0.289,-0.01,-0.517,2.336,-0.549
1323.75,-0.223,-0.01,-0.487,2.429,-0.528
1324.0,-0.157,-0.01,-0.456,2.522,-0.508
1324.25,-0.211,-0.01,-0.473,2.484,-0.655
1324.5,-0.265,-0.01,-0.491,2.447,-0.802
1324.75,-0.408,-0.01,-0.588,2.519,-0.744
1325.0,-0.551,-0.01,-0.685,2.591,-0.686
1325.25,-0.656,-0.011,-0.782,2.609,-0.84
1325.5,-0.761,-0.012,-0.879,2.627,-0.995
1325.75,-0.784,-0.012,-0.952,2.608,-0.949
1326.0,-0.808,-0.012,-1.026,2.589,-0.903
1326.25,-0.769,-0.012,-1.165,2.727,-0.937
1326.5,-0.731,-0.012,-1.304,2.865,-0.972
1326.75,-0.641,-0.012,-1.41,2.964,-0.882
1327.0,-0.551,-0.012,-1.515,3.063,-0.793
1327.25,-0.485,-0.012,-1.432,3.122,-0.669
1327.5,-0.419,-0.012,-1.349,3.181,-0.546
1327.75,-0.369,-0.007,-1.031,3.214,-0.407
1328.0,-0.319,-0.002,-0.714,3.248,-0.268
1328.25,-0.494,-0.002,-0.595,3.185,-0.149
1328.5,-0.668,-0.002,-0.475,3.123,-0.03
1328.75,-0.751,-0.002,-0.403,3.068,0.165
1329.0,-0.835,-0.002,-0.331,3.014,0.359
1329.25,-0.85,-0.002,-0.157,2.86,0.239
1329.5,-0.866,-0.002,0.018,2.706,0.119
1329.75,-0.959,-0.002,0.186,2.523,0.051
1330.0,-1.05,-0.002,0.354,2.341,-0.017
1330.25,-1.045,-0.001,0.482,2.151,0.029
1330.5,-1.039,0.0,0.609,1.96,0.076
1330.75,-1.088,0.0,0.627,1.704,0.059
1331.0,-1.136,0.0,0.646,1.448,0.042
1331.25,-1.063,0.0,0.472,1.377,0.22
1331.5,-0.99,0.0,0.299,1.305,0.398
1331.75,-0.998,0.0,0.102,1.258,0.306
1332.0,-1.006,0.0,-0.095,1.21,0.215
1332.25,-0.897,0.0,-0.086,1.199,0.032
1332.5,-0.789,0.0,-0.077,1.188,-0.151
1332.75,-0.712,0.001,-0.106,1.199,-0.124
1333.0,-0.634,0.002,-0.134,1.209,-0.097
1333.25,-0.61,0.002,-0.215,1.162,-0.077
1333.5,-0.586,0.002,-0.295,1.115,-0.057
1333.75,-0.587,0.002,-0.588,1.039,-0.064
1334.0,-0.588,0.002,-0.881,0.962,-0.07
1334.25,-0.527,0.002,-0.931,0.921,-0.137
1334.5,-0.466,0.002,-0.981,0.88,-0.203
1334.75,-0.468,0.002,-0.865,0.753,-0.278
1335.0,-0.469,0.002,-0.75,0.625,-0.354
1335.25,-0.47,0.004,-0.576,0.333,-0.198
1335.5,-0.471,0.005,-0.403,0.041,-0.042
1335.75,-0.422,0.005,-0.362,-0.209,-0.011
1336.0,-0.372,0.005,-0.321,-0.459,0.02
1336.25,-0.223,0.005,-0.2,-0.791,0.059
1336.5,-0.073,0.005,-0.079,-1.124,0.097
1336.75,-0.128,0.005,0.051,-1.371,-0.126
1337.0,-0.183,0.005,0.181,-1.617,-0.348
1337.25,-0.111,0.005,0.313,-1.758,-0.463
1337.5,-0.039,0.005,0.445,-1.898,-0.577
1337.75,-0.058,0.004,0.399,-2.023,-0.619
1338.0,-0.078,0.003,0.353,-2.148,-0.661
1338.25,0.022,0.003,0.458,-2.303,-0.553
1338.5,0.122,0.003,0.563,-2.459,-0.446
1338.75,0.096,0.003,0.607,-2.599,-0.435
1339.0,0.069,0.003,0.652,-2.739,-0.424
1339.25,0.105,0.003,0.592,-2.749,-0.319
1339.5,0.14,0.003,0.533,-2.76,-0.214
1339.75,0.253,0.003,0.621,-2.825,-0.171
1340.0,0.368,0.003,0.709,-2.89,-0.127
1340.25,0.458,0.004,0.717,-3.028,0.039
1340.5,0.549,0.005,0.726,-3.167,0.205
1340.75,0.684,0.005,0.716,-3.223,0.235
1341.0,0.82,0.005,0.705,-3.279,0.266
1341.25,0.887,0.005,0.815,-3.587,0.29
1341.5,0.954,0.005,0.926,-3.896,0.315
1341.75,0.94,0.005,1.06,-4.11,0.352
1342.0,0.926,0.005,1.195,-4.323,0.389
1342.25,0.887,0.005,1.139,-4.409,0.368
1342.5,0.849,0.005,1.084,-4.494,0.346
1342.75,0.827,0.003,0.896,-4.557,0.188
1343.0,0.805,0.002,0.708,-4.62,0.03
1343.25,0.941,0.002,0.746,-4.635,0.066
1343.5,1.077,0.002,0.784,-4.65,0.101
1343.75,1.106,0.002,0.878,-4.707,0.231
1344.0,1.134,0.002,0.973,-4.764,0.361
1344.25,1.245,0.002,0.914,-4.643,0.549
1344.5,1.356,0.002,0.856,-4.523,0.738
1344.75,1.649,0.002,0.759,-4.341,0.939
1345.0,1.942,0.002,0.661,-4.158,1.139
1345.25,2.117,0.002,0.502,-3.839,1.235
1345.5,2.291,0.002,0.343,-3.519,1.33
1345.75,2.352,0.002,0.294,-3.155,1.442
1346.0,2.413,0.002,0.245,-2.792,1.554
1346.25,2.342,0.002,0.373,-2.644,1.589
1346.5,2.27,0.002,0.501,-2.495,1.624
1346.75,2.289,0.002,0.516,-2.414,1.871
1347.0,2.307,0.002,0.531,-2.333,2.117
1347.25,2.209,0.002,0.466,-2.308,2.124
1347.5,2.11,0.002,0.401,-2.284,2.132
1347.75,2.008,0.001,0.326,-2.246,2.025
1348.0,1.906,0.0,0.251,-2.207,1.918
1348.25,1.733,0.0,0.188,-2.053,1.849
1348.5,1.561,0.0,0.125,-1.899,1.779
1348.75,1.521,0.0,0.083,-1.628,1.61
1349.0,1.481,0.0,0.041,-1.356,1.441
1349.25,1.456,0.0,-0.018,-1.126,1.469
1349.5,1.432,0.0,-0.077,-0.896,1.497
1349.75,1.533,0.0,-0.17,-0.682,1.543
1350.0,1.636,0.0,-0.263,-0.468,1.589
1350.25,1.572,0.0,-0.341,-0.168,1.47
1350.5,1.509,0.0,-0.42,0.132,1.35
1350.75,1.376,0.0,-0.41,0.503,1.295
1351.0,1.244,0.0,-0.4,0.874,1.24
1351.25,0.958,0.0,-0.347,1.29,1.268
1351.5,0.673,0.0,-0.294,1.706,1.297
1351.75,0.668,0.0,-0.402,2.108,1.35
1352.0,0.664,0.0,-0.509,2.51,1.402
1352.25,0.669,0.0,-0.598,2.597,1.463
1352.5,0.675,0.0,-0.687,2.685,1.524
1352.75,0.689,0.0,-0.553,2.665,1.573
1353.0,0.703,0.0,-0.42,2.645,1.623
1353.25,0.635,0.0,-0.308,2.653,1.541
1353.5,0.566,0.0,-0.195,2.661,1.459
1353.75,0.71,0.0,-0.042,2.77,1.318
1354.0,0.854,0.0,0.111,2.88,1.176
1354.25,0.917,0.0,0.24,2.866,1.076
1354.5,0.98,0.0,0.37,2.853,0.975
1354.75,0.88,0.0,0.374,2.748,0.808
1355.0,0.781,0.0,0.378,2.643,0.641
1355.25,0.651,0.0,0.344,2.592,0.437
1355.5,0.52,0.0,0.31,2.541,0.232
1355.75,0.331,0.0,0.398,2.336,-0.072
1356.0,0.141,0.0,0.486,2.132,-0.376
1356.25,-0.101,0.0,0.374,2.094,-0.329
1356.5,-0.343,0.0,0.261,2.057,-0.282
1356.75,-0.438,0.0,0.158,2.18,-0.208
1357.0,-0.533,0.0,0.056,2.304,-0.134
1357.25,-0.559,0.0,-0.048,2.313,0.009
1357.5,-0.585,0.0,-0.152,2.323,0.152
1357.75,-0.566,0.0,-0.203,2.336,0.418
1358.0,-0.546,0.0,-0.254,2.35,0.685
1358.25,-0.575,0.0,-0.343,2.41,0.635
1358.5,-0.604,0.0,-0.433,2.471,0.586
1358.75,-0.531,0.0,-0.523,2.531,0.463
1359.0,-0.459,0.0,-0.614,2.592,0.34
1359.25,-0.481,0.0,-0.6,2.554,0.209
1359.5,-0.504,0.0,-0.586,2.517,0.078
1359.75,-0.725,0.0,-0.596,2.502,-0.163
1360.0,-0.945,0.0,-0.607,2.487,-0.404
1360.25,-1.047,0.0,-0.428,2.415,-0.526
1360.5,-1.15,0.0,-0.248,2.343,-0.648
1360.75,-1.232,0.0,-0.068,2.185,-0.906
1361.0,-1.314,0.0,0.112,2.027,-1.164
1361.25,-1.298,0.0,0.104,1.82,-1.362
1361.5,-1.281,0.0,0.096,1.612,-1.561
1361.75,-1.344,0.0,0.153,1.424,-1.627
1362.0,-1.406,0.0,0.21,1.237,-1.693
1362.25,-1.463,0.0,0.296,1.186,-1.464
1362.5,-1.52,0.0,0.382,1.135,-1.235
1362.75,-1.565,0.0,0.427,1.011,-0.879
1363.0,-1.609,0.0,0.472,0.887,-0.523
1363.25,-1.598,0.0,0.429,0.738,-0.489
1363.5,-1.586,0.0,0.387,0.589,-0.454
1363.75,-1.53,0.0,0.332,0.454,-0.417
1364.0,-1.475,0.0,0.278,0.319,-0.381
1364.25,-1.503,0.0,0.157,0.121,-0.378
1364.5,-1.531,0.0,0.036,-0.076,-0.375
1364.75,-1.515,0.0,-0.043,-0.214,-0.36
1365.0,-1.498,0.0,-0.123,-0.352,-0.345
1365.25,-1.434,0.0,-0.047,-0.387,-0.243
1365.5,-1.37,0.0,0.029,-0.421,-0.14
1365.75,-1.273,0.0,0.08,-0.475,-0.097
1366.0,-1.176,0.0,0.13,-0.529,-0.053
1366.25,-0.999,0.0,0.002,-0.533,-0.23
1366.5,-0.821,0.0,-0.127,-0.538,-0.407
1366.75,-0.707,0.0,-0.016,-0.609,-0.631
1367.0,-0.592,0.0,0.095,-0.68,-0.856
1367.25,-0.569,0.0,0.187,-0.54,-0.877
1367.5,-0.547,0.0,0.28,-0.399,-0.899
1367.75,-0.553,0.0,0.333,-0.344,-0.894
1368.0,-0.559,0.0,0.386,-0.288,-0.889
1368.25,-0.484,0.0,0.514,-0.334,-0.83
1368.5,-0.408,0.0,0.642,-0.379,-0.77
1368.75,-0.45,0.0,0.573,-0.364,-0.73
1369.0,-0.492,0.0,0.504,-0.349,-0.689
1369.25,-0.501,0.0,0.464,-0.462,-0.636
1369.5,-0.51,0.0,0.424,-0.574,-0.583
1369.75,-0.33,0.0,0.338,-0.687,-0.54
1370.0,-0.149,0.0,0.251,-0.8,-0.498
1370.25,-0.026,0.0,0.212,-0.943,-0.368
1370.5,0.098,0.0,0.173,-1.086,-0.238
1370.75,0.222,0.0,-0.045,-1.081,0.001
1371.0,0.347,0.0,-0.263,-1.076,0.24
1371.25,0.456,0.0,-0.349,-0.962,0.309
1371.5,0.566,0.0,-0.435,-0.848,0.379
1371.75,0.598,0.0,-0.42,-0.856,0.384
1372.0,0.631,0.0,-0.406,-0.864,0.389
1372.25,0.691,0.0,-0.269,-0.788,0.214
1372.5,0.752,0.0,-0.132,-0.712,0.038
1372.75,0.812,0.0,-0.098,-0.609,-0.003
1373.0,0.872,0.0,-0.063,-0.505,-0.043
1373.25,0.832,0.0,-0.001,-0.45,-0.012
1373.5,0.792,0.0,0.061,-0.395,0.019
1373.75,0.61,0.0,0.084,-0.353,0.094
1374.0,0.427,0.0,0.107,-0.311,0.17
1374.25,0.341,0.0,0.118,-0.164,0.149
1374.5,0.254,0.0,0.128,-0.016,0.129
1374.75,0.299,0.0,0.156,0.04,0.225
1375.0,0.346,0.0,0.183,0.096,0.32
1375.25,0.391,0.0,0.138,0.023,0.322
1375.5,0.437,0.0,0.092,-0.05,0.324
1375.75,0.452,0.0,-0.22,-0.071,0.458
1376.0,0.468,0.0,-0.531,-0.091,0.593
1376.25,0.521,0.0,-0.519,-0.026,0.742
1376.5,0.574,0.0,-0.506,0.039,0.891
1376.75,0.523,0.0,-0.627,0.031,0.998
1377.0,0.472,0.0,-0.748,0.023,1.106
1377.25,0.443,0.0,-0.803,-0.07,1.035
1377.5,0.414,0.0,-0.858,-0.163,0.964
1377.75,0.386,0.0,-0.82,-0.149,0.736
1378.0,0.358,0.0,-0.783,-0.134,0.509
1378.25,0.388,0.0,-0.728,-0.065,0.536
1378.5,0.418,0.0,-0.674,0.004,0.563
1378.75,0.188,0.0,-0.474,-0.122,0.586
1379.0,-0.043,0.0,-0.274,-0.248,0.61
1379.25,-0.209,0.0,0.082,-0.22,0.519
1379.5,-0.375,0.0,0.437,-0.192,0.428
1379.75,-0.559,0.0,0.64,-0.128,0.547
1380.0,-0.741,0.0,0.843,-0.064,0.665
1380.25,-0.752,0.0,0.824,-0.053,0.603
1380.5,-0.763,0.0,0.805,-0.042,0.542
1380.75,-0.787,0.0,0.771,-0.103,0.381
1381.0,-0.811,0.0,0.738,-0.164,0.22
1381.25,-0.741,0.0,0.753,-0.163,0.391
1381.5,-0.671,0.0,0.767,-0.162,0.562
1381.75,-0.597,0.0,0.67,-0.17,0.485
1382.0,-0.524,0.0,0.572,-0.178,0.407
1382.25,-0.467,0.0,0.421,-0.281,0.268
1382.5,-0.41,0.0,0.271,-0.383,0.129
1382.75,-0.289,0.0,0.062,-0.328,-0.321
1383.0,-0.169,0.0,-0.147,-0.272,-0.77
1383.25,-0.123,0.0,-0.433,-0.2,-0.92
1383.5,-0.078,0.0,-0.718,-0.128,-1.07
1383.75,-0.083,0.0,-0.841,-0.213,-1.077
1384.0,-0.088,0.0,-0.965,-0.299,-1.084
1384.25,-0.138,0.0,-1.1,-0.3,-1.07
1384.5,-0.187,0.0,-1.236,-0.302,-1.056
1384.75,-0.351,0.0,-1.196,-0.227,-1.014
1385.0,-0.514,0.0,-1.158,-0.152,-0.972
1385.25,-0.656,0.0,-1.128,-0.119,-0.983
1385.5,-0.798,0.0,-1.098,-0.085,-0.994
1385.75,-1.022,0.0,-0.894,-0.177,-1.07
1386.0,-1.246,0.0,-0.69,-0.268,-1.145
1386.25,-1.385,0.0,-0.545,-0.48,-1.192
1386.5,-1.523,0.0,-0.4,-0.692,-1.239
1386.75,-1.552,0.0,-0.204,-0.9,-1.435
1387.0,-1.58,0.0,-0.007,-1.108,-1.631
1387.25,-1.632,0.0,0.143,-1.272,-1.562
1387.5,-1.684,0.0,0.292,-1.435,-1.494
1387.75,-1.691,0.0,0.362,-1.6,-1.55
1388.0,-1.697,0.0,0.431,-1.766,-1.606
1388.25,-1.611,0.0,0.398,-1.777,-1.483
1388.5,-1.526,0.0,0.365,-1.788,-1.359
1388.75,-1.317,0.0,0.378,-1.776,-1.141
1389.0,-1.109,0.0,0.391,-1.764,-0.922
1389.25,-0.958,0.0,0.258,-1.799,-0.896
1389.5,-0.807,0.0,0.126,-1.833,-0.871
1389.75,-0.748,0.0,0.03,-1.732,-1.011
1390.0,-0.687,0.0,-0.067,-1.629,-1.151
1390.25,-0.706,0.0,-0.105,-1.409,-1.124
1390.5,-0.724,0.0,-0.144,-1.189,-1.098
1390.75,-0.75,0.0,-0.061,-0.994,-0.923
1391.0,-0.775,0.0,0.021,-0.798,-0.747
1391.25,-0.861,0.0,-0.032,-0.779,-0.853
1391.5,-0.947,0.0,-0.086,-0.76,-0.959
1391.75,-0.972,0.0,0.042,-0.656,-0.969
1392.0,-0.997,0.0,0.17,-0.551,-0.978
1392.25,-1.033,0.0,0.179,-0.513,-0.935
1392.5,-1.069,0.0,0.187,-0.475,-0.892
1392.75,-1.042,0.0,0.233,-0.565,-0.725
1393.0,-1.015,0.0,0.279,-0.655,-0.558
1393.25,-0.986,0.0,0.355,-0.77,-0.466
1393.5,-0.957,0.0,0.431,-0.885,-0.375
1393.75,-0.703,0.0,0.466,-0.786,-0.352
1394.0,-0.449,0.0,0.501,-0.687,-0.33
1394.25,-0.314,0.0,0.441,-0.737,-0.316
1394.5,-0.179,0.0,0.38,-0.787,-0.302
1394.75,-0.06,0.0,0.236,-0.811,-0.422
1395.0,0.06,0.0,0.091,-0.833,-0.543
1395.25,0.087,0.0,-0.103,-0.761,-0.509
1395.5,0.115,0.0,-0.296,-0.688,-0.474
1395.75,0.286,0.0,-0.498,-0.539,-0.31
1396.0,0.456,0.0,-0.7,-0.39,-0.145
1396.25,0.566,0.0,-0.758,-0.268,-0.575
1396.5,0.676,0.0,-0.817,-0.145,-1.004
1396.75,0.71,0.0,-0.856,-0.02,-0.696
1397.0,0.743,0.0,-0.894,0.106,-0.388
1397.25,0.759,0.0,-0.886,0.266,-0.422
1397.5,0.776,0.0,-0.877,0.427,-0.455
1397.75,0.726,0.0,-0.814,0.492,-0.249
1398.0,0.676,0.0,-0.751,0.557,-0.042
1398.25,0.611,0.0,-0.667,0.514,-0.084
1398.5,0.545,0.0,-0.582,0.471,-0.126
1398.75,0.539,0.0,-0.481,0.507,-0.149
1399.0,0.533,0.0,-0.379,0.543,-0.173
1399.25,0.548,0.0,-0.272,0.584,-0.152
1399.5,0.562,0.0,-0.165,0.625,-0.131
1399.75,0.484,0.0,-0.127,0.606,-0.049
1400.0,0.408,0.0,-0.09,0.587,0.034
1400.25,0.346,0.0,0.019,0.62,0.043
1400.5,0.284,0.0,0.128,0.653,0.053
1400.75,0.33,0.0,0.156,0.799,0.157
1401.0,0.375,0.0,0.184,0.945,0.261
1401.25,0.424,0.0,0.291,1.117,0.235
1401.5,0.472,0.0,0.398,1.288,0.21
1401.75,0.493,0.0,0.337,1.447,0.427
1402.0,0.514,0.0,0.277,1.606,0.644
1402.25,0.603,0.0,0.233,1.763,0.507
1402.5,0.691,0.0,0.19,1.92,0.37
1402.75,0.659,0.0,0.245,2.118,0.382
1403.0,0.626,0.0,0.301,2.316,0.394
1403.25,0.536,0.0,0.405,2.422,0.293
1403.5,0.446,0.0,0.508,2.528,0.192
1403.75,0.33,0.0,0.595,2.506,0.156
1404.0,0.214,0.0,0.681,2.484,0.119
1404.25,0.196,0.0,0.813,2.452,0.224
1404.5,0.177,0.0,0.945,2.42,0.329
1404.75,0.187,0.0,1.067,2.306,0.431
1405.0,0.198,0.0,1.189,2.192,0.532
1405.25,0.181,0.0,1.337,1.944,0.525
1405.5,0.164,0.0,1.486,1.696,0.517
1405.75,0.154,0.0,1.568,1.607,0.275
1406.0,0.143,0.0,1.65,1.518,0.032
1406.25,0.088,0.0,1.576,1.544,0.303
1406.5,0.033,0.0,1.502,1.57,0.575
1406.75,0.035,0.0,1.267,1.599,0.428
1407.0,0.038,0.0,1.032,1.628,0.281
1407.25,0.063,0.0,0.82,1.658,0.248
1407.5,0.089,0.0,0.608,1.687,0.216
1407.75,0.13,0.0,0.475,1.86,0.219
1408.0,0.171,0.0,0.343,2.032,0.222
1408.25,0.155,0.0,0.202,2.23,0.186
1408.5,0.139,0.0,0.061,2.429,0.149
1408.75,0.009,0.0,-0.25,2.546,-0.031
1409.0,-0.121,0.0,-0.56,2.664,-0.21
1409.25,-0.198,0.0,-0.646,2.785,-0.106
1409.5,-0.275,0.0,-0.731,2.907,-0.002
1409.75,-0.307,0.0,-0.668,2.933,-0.01
1410.0,-0.337,0.0,-0.605,2.959,-0.017
1410.25,-0.427,0.0,-0.395,2.831,-0.025
1410.5,-0.518,0.0,-0.185,2.704,-0.032
1410.75,-0.604,0.0,0.061,2.538,-0.072
1411.0,-0.69,0.0,0.308,2.373,-0.113
1411.25,-0.821,0.0,0.426,2.19,0.08
1411.5,-0.952,0.0,0.545,2.006,0.273
1411.75,-0.966,0.001,0.627,1.73,0.121
1412.0,-0.98,0.002,0.709,1.455,-0.031
1412.25,-0.969,0.002,0.685,1.177,0.033
1412.5,-0.958,0.002,0.66,0.899,0.097
1412.75,-0.958,0.002,0.693,0.625,0.093
1413.0,-0.959,0.002,0.725,0.35,0.089
1413.25,-0.948,0.002,0.65,0.197,0.054
1413.5,-0.936,0.002,0.576,0.044,0.019
1413.75,-0.992,0.002,0.361,-0.036,0.046
1414.0,-1.048,0.002,0.146,-0.116,0.074
1414.25,-1.092,0.002,-0.02,-0.153,0.09
1414.5,-1.137,0.002,-0.186,-0.189,0.105
1414.75,-1.078,0.002,-0.256,-0.192,0.04
1415.0,-1.018,0.002,-0.327,-0.195,-0.027
1415.25,-0.966,0.002,-0.438,-0.201,-0.051
1415.5,-0.913,0.002,-0.549,-0.208,-0.075
1415.75,-0.876,0.002,-0.539,-0.332,0.032
1416.0,-0.838,0.002,-0.528,-0.457,0.139
1416.25,-0.737,0.002,-0.598,-0.538,0.131
1416.5,-0.636,0.002,-0.668,-0.618,0.124
1416.75,-0.55,0.003,-0.597,-0.69,0.086
1417.0,-0.463,0.005,-0.527,-0.761,0.048
1417.25,-0.397,0.005,-0.559,-0.821,0.151
1417.5,-0.331,0.005,-0.592,-0.881,0.254
1417.75,-0.24,0.005,-0.744,-0.994,0.192
1418.0,-0.149,0.005,-0.897,-1.107,0.13
1418.25,-0.098,0.005,-0.892,-1.3,0.255
1418.5,-0.047,0.005,-0.886,-1.493,0.38
1418.75,0.006,0.005,-0.77,-1.645,0.436
1419.0,0.06,0.005,-0.653,-1.797,0.492
1419.25,0.023,0.005,-0.661,-1.965,0.378
1419.5,-0.013,0.005,-0.669,-2.134,0.264
1419.75,0.074,0.005,-0.768,-2.243,0.137
1420.0,0.163,0.005,-0.868,-2.351,0.01
1420.25,0.304,0.005,-1.095,-2.373,-0.059
1420.5,0.446,0.005,-1.321,-2.395,-0.129
1420.75,0.582,0.005,-1.444,-2.56,-0.061
1421.0,0.719,0.005,-1.568,-2.726,0.007
1421.25,0.884,0.005,-1.505,-2.902,-0.162
1421.5,1.048,0.005,-1.443,-3.078,-0.332
1421.75,1.141,0.006,-1.2,-3.158,-0.292
1422.0,1.233,0.007,-0.957,-3.237,-0.252
1422.25,1.242,0.007,-0.733,-3.321,0.059
1422.5,1.251,0.007,-0.508,-3.406,0.371
1422.75,1.205,0.007,-0.451,-3.476,0.396
1423.0,1.159,0.007,-0.394,-3.546,0.422
1423.25,1.143,0.007,-0.268,-3.644,0.568
1423.5,1.128,0.007,-0.141,-3.743,0.713
1423.75,1.092,0.007,0.074,-3.74,0.737
1424.0,1.056,0.007,0.288,-3.737,0.761
1424.25,1.079,0.006,0.47,-3.669,0.499
1424.5,1.101,0.005,0.652,-3.601,0.238
1424.75,1.049,0.005,0.708,-3.396,0.321
1425.0,0.998,0.005,0.763,-3.19,0.403
1425.25,1.14,0.005,0.713,-2.816,0.425
1425.5,1.282,0.005,0.663,-2.441,0.448
1425.75,1.335,0.005,0.613,-2.153,0.444
1426.0,1.387,0.005,0.563,-1.866,0.441
1426.25,1.427,0.005,0.566,-1.635,0.535
1426.5,1.468,0.005,0.569,-1.405,0.629
1426.75,1.301,0.004,0.525,-1.134,0.821
1427.0,1.133,0.003,0.481,-0.863,1.013
1427.25,1.026,0.003,0.478,-0.81,0.995
1427.5,0.918,0.003,0.474,-0.757,0.977
